"region","uid","date","weekid","rate","temp.max","temp.mean","temp.min","relative.humidity","total.rainfall","solar.radiation","wind.speed","absolute.humidity","pressure","temp.range","monthid","date_analysis","rate_r1","rate_dif1"
"HK","1998-19",1998-05-10,19,4.79747691779972,31.3,26.9857142857143,26.8,84.7142857142857,3.46428571428571,20.1371428571429,16.3857142857143,21.8152218176455,1011.98571428571,4.37142857142857,5,2019-12-29,0.486007150873636,1.84665724566857
"HK","1998-20",1998-05-17,20,5.22185164036547,32.2,27.9428571428571,27.3,82.2857142857143,10.7071428571429,15.2157142857143,12.7714285714286,22.2926180726613,1009.45714285714,4.38571428571429,5,2019-12-29,0.0847619217821407,0.42437472256575
"HK","1998-21",1998-05-24,21,4.72351935835499,29.9,26.7571428571429,26.5,88.8571428571429,14.4357142857143,8.79428571428571,23.42,22.5700951302595,1008.54285714286,3.27142857142857,5,2019-12-29,-0.100297910846623,-0.498332282010473
"HK","1998-22",1998-05-31,22,5.82685188768072,31.1,25.5857142857143,26.5,81.5714285714286,8.78571428571428,11.5542857142857,21.5428571428571,19.4956723422386,1007.65714285714,3.94285714285714,5,2019-12-29,0.209922721031541,1.10333252932573
"HK","1998-23",1998-06-07,23,5.82731599616338,30.5,26.5,27.3,87.7142857142857,15.3285714285714,8,24.3857142857143,22.0855632313733,1006.22857142857,3.18571428571429,6,2019-12-29,7.964678174055e-05,0.000464108482661096
"HK","1998-24",1998-06-14,24,3.38870431893687,31.9,27.6857142857143,28.9,86,76.1857142857143,10.1657142857143,20.3428571428571,22.8973303782391,1007.31428571429,4.05714285714286,6,2019-12-29,-0.542108874809894,-2.43861167722651
"HK","1998-25",1998-06-21,25,5.73504675662044,32.7,30.2428571428571,29.4,78.4285714285714,2.62142857142857,13.5328571428571,31.2857142857143,24.1180788822742,1005.92857142857,3.32857142857143,6,2019-12-29,0.52614826187314,2.34634243768357
"HK","1998-26",1998-06-28,26,5.91679166930755,31.6,28.4857142857143,28.3,86,21.85,9.45,27.4,23.9895683282222,1007.15714285714,3.9,6,2019-12-29,0.0311984508344689,0.181744912687106
"HK","1998-27",1998-07-05,27,5.8007319518444,32.7,27.6285714285714,27.4,86.1428571428571,20.7857142857143,13.0985714285714,24.0666666666667,22.9289843427202,1010.87142857143,5.05714285714286,7,2019-12-29,-0.0198102460531853,-0.116059717463147
"HK","1998-28",1998-07-12,28,5.56004346197169,32.5,28.0857142857143,27.6,83.4285714285714,3.18571428571429,16.18,20.7333333333333,22.7813789801191,1006.81428571429,4.42857142857143,7,2019-12-29,-0.0423781830505414,-0.240688489872714
"HK","1998-29",1998-07-19,29,8.66999292096538,32.4,29.4428571428571,29,79.8571428571429,11.8571428571429,20.8314285714286,30.3571428571429,23.4897546401158,1007.28571428571,4.18571428571429,7,2019-12-29,0.444262049161146,3.10994945899369
"HK","1998-30",1998-07-26,30,5.05350381683525,32.7,30.2428571428571,29.3,76.2857142857143,1.96428571428571,18.8357142857143,27.3142857142857,23.4596401916729,1004.94285714286,3.5,7,2019-12-29,-0.539786146476677,-3.61648910413013
"HK","1998-31",1998-08-02,31,7.48766237449656,33.9,30.3857142857143,28.9,75.5714285714286,0.864285714285714,24.1128571428571,22.6,23.4184854101824,1007.61428571429,4.82857142857143,8,2019-12-29,0.393174821464973,2.43415855766131
"HK","1998-32",1998-08-09,32,7.003059798435,34.4,29.9428571428571,29.4,77.7142857142857,7.42142857142857,17.4057142857143,16.7857142857143,23.4751962962876,1007.9,4.67142857142857,8,2019-12-29,-0.0669094816718285,-0.484602576061562
"HK","1998-33",1998-08-16,33,4.43862940653697,33.4,28.8714285714286,28.1,80,11.5571428571429,19.6328571428571,16.5285714285714,22.7671942210157,1009.32857142857,4.8,8,2019-12-29,-0.456001531043456,-2.56443039189803
"HK","1998-34",1998-08-23,34,2.92461797177744,33.7,29.7857142857143,28.9,78.8571428571429,5.08571428571429,15.3114285714286,14.5285714285714,23.6181701019723,1008.95714285714,4.47142857142857,8,2019-12-29,-0.417181772352956,-1.51401143475953
"HK","1998-35",1998-08-30,35,4.26409954177701,32.7,29.5857142857143,28.4,80.1428571428571,7.07857142857143,16.3957142857143,16.1571428571429,23.7731126033328,1007.05714285714,5.18571428571429,8,2019-12-29,0.377067167070958,1.33948156999957
"HK","1998-36",1998-09-06,36,2.47246860784416,31.1,27.4714285714286,27.3,87.7142857142857,18.6,9.57,13.5,23.1597647573855,1009.35714285714,3.5,9,2019-12-29,-0.545013943375452,-1.79163093393284
"HK","1998-37",1998-09-13,37,1.93301568270962,31,27.2428571428571,27,86.5714285714286,14.7571428571429,8.33,22.3714285714286,22.5598747676649,1006.04285714286,2.95714285714286,9,2019-12-29,-0.246135774571572,-0.539452925134542
"HK","1998-38",1998-09-20,38,1.55266667186562,32.1,28.3571428571429,27.6,74.1428571428571,3.54285714285714,18.0842857142857,29.2428571428571,20.5483866146213,1006.84285714286,3.95714285714286,9,2019-12-29,-0.219107427196017,-0.380349010844005
"HK","1998-39",1998-09-27,39,0.690877170167109,31.9,28.2428571428571,26.9,70.8571428571429,0.0642857142857143,16.7085714285714,23.8666666666667,19.5309041318545,1011.04285714286,4.32857142857143,9,2019-12-29,-0.809767113789748,-0.861789501698507
"HK","1998-40",1998-10-04,40,1.18065408348294,31.8,27.3285714285714,26,64.2857142857143,0.35,15.4757142857143,38.6,16.8354687476722,1009.04285714286,4.55714285714286,10,2019-12-29,0.535861820589323,0.489776913315834
"HK","1998-41",1998-10-11,41,0.426258973639434,30,26.6428571428571,26.2,83.7142857142857,14.5571428571429,8.68857142857143,26.725,21.1127375663349,1012.6,2.84285714285714,10,2019-12-29,-1.01877679102149,-0.754395109843509
"HK","1998-42",1998-10-18,42,0.368959506346103,32.3,27.4571428571429,26.6,61.8571428571429,0,17.0514285714286,30.9625,16.4546859037264,1009.61428571429,5.04285714285714,10,2019-12-29,-0.144360181783332,-0.0572994672933307
"HK","1998-43",1998-10-25,43,0.53483269336259,28.8,25.2857142857143,24.3,65.8571428571429,2.12142857142857,13.6985714285714,35.2,15.3682047166372,1012.41428571429,4.32857142857143,10,2019-12-29,0.371267076181998,0.165873187016487
"HK","1998-44",1998-11-01,44,0.05,27.5,24.3714285714286,23.7,76.1428571428571,2.14285714285714,12.2228571428571,26.825,16.9441439758358,1013.5,3.75714285714286,11,2019-12-29,-2.36993096987318,-0.48483269336259
"HK","1998-45",1998-11-08,45,0.200318175276458,27.4,23.8571428571429,23.2,71.5714285714286,0.135714285714286,11.9271428571429,27.2339285714286,15.4642446653232,1015.8,4.07142857142857,11,2019-12-29,1.38788397339886,0.150318175276458
"HK","1998-46",1998-11-15,46,0.404248076182286,27.9,23.2428571428571,23.4,66.7142857142857,0.00714285714285714,14.2714285714286,27.6428571428571,13.9172484843865,1016.32857142857,4.48571428571429,11,2019-12-29,0.702121760638764,0.203929900905828
"HK","1998-47",1998-11-22,47,0.41137669338251,29.1,23.5714285714286,24.1,71.2857142857143,0.0285714285714286,11.2228571428571,28.7,15.2078033650764,1015.22857142857,4,11,2019-12-29,0.0174805841855169,0.0071286172002239
"HK","1998-48",1998-11-29,48,0.424292246438028,25.5,21.7714285714286,21.5,75.8571428571429,3.81428571428571,7.12571428571429,24.9714285714286,14.4569900026159,1015.22857142857,3.2,11,2019-12-29,0.0309131546168164,0.0129155530555182
"HK","1998-49",1998-12-06,49,0.894863685821493,25.4,20.6714285714286,22.5,82,0.314285714285714,8.65857142857143,21.2428571428571,15.0336505085574,1018.15714285714,3.87142857142857,12,2019-12-29,0.746248922062261,0.470571439383465
"HK","1998-50",1998-12-13,50,0.691224208961744,20.4,17.2714285714286,16.4,56.5714285714286,0.0142857142857143,12.3642857142857,32.3,8.34143403015602,1023.6,4.2,12,2019-12-29,-0.258207158914305,-0.203639476859749
"HK","1998-51",1998-12-20,51,0.376846043896989,23.2,18.6428571428571,19.6,65.4285714285714,1.85714285714286,5.47571428571429,26.2428571428571,10.5941719325802,1017.55714285714,3.47142857142857,12,2019-12-29,-0.606627509000473,-0.314378165064754
"HK","1998-52",1998-12-27,52,0.714592267922781,25.7,20.2857142857143,20,75.4285714285714,0.00714285714285714,12.4971428571429,21.2285714285714,13.2662790003169,1017.2,4.05714285714286,12,2019-12-29,0.639875392967941,0.337746224025791
"HK","1999-1",1999-01-03,52,5.96389426176659,22.6,18.7142857142857,18.2,71.8571428571429,0.00714285714285714,12.3728571428571,28.6833333333333,11.5513159831158,1020.61428571429,3.72857142857143,1,2019-12-29,2.12176682092854,5.24930199384381
"HK","1999-2",1999-01-10,1,10.5810147821593,21.2,16.7857142857143,15.5,58.8571428571429,0,12.1742857142857,27.3142857142857,8.39311587726342,1017.85714285714,4.45714285714286,1,2019-12-29,0.573337669638591,4.61712052039271
"HK","1999-3",1999-01-17,2,16.9471946933602,17.8,13.6857142857143,14.5,66.7142857142857,0.621428571428571,4.93714285714286,30.8571428571429,7.88924574256009,1023.54285714286,3.88571428571429,1,2019-12-29,0.471040978343997,6.36617991120089
"HK","1999-4",1999-01-24,3,35.9418772125559,24.4,18.8142857142857,18.9,78.4285714285714,0.0642857142857143,10.3971428571429,21.8,12.7274460035372,1017.47142857143,4.44285714285714,1,2019-12-29,0.751800796525157,18.9946825191957
"HK","1999-5",1999-01-31,4,41.4341403787205,25,19.9,19.3,76.8571428571429,0.00714285714285714,12.3428571428571,18.45,13.2337871305016,1013.98571428571,3.68571428571429,1,2019-12-29,0.142202075988211,5.49226316616457
"HK","1999-6",1999-02-07,5,36.8335452752217,25.3,17.6,20.2,56.4285714285714,0.00714285714285714,15.6871428571429,22.9107142857143,8.79477525799823,1021.15714285714,4.97142857142857,2,2019-12-29,-0.117696201474325,-4.60059510349878
"HK","1999-7",1999-02-14,6,25.2237087803605,26.1,19.2142857142857,18.9,65,0,14.2714285714286,27.3714285714286,10.7488182830595,1020.5,4.51428571428572,2,2019-12-29,-0.37862460951479,-11.6098364948612
"HK","1999-8",1999-02-21,7,25.5414606972088,25.2,17.8428571428571,19.1,67.2857142857143,0.00714285714285714,10.6557142857143,24.5714285714286,10.5480431350428,1021.05714285714,4.25714285714286,2,2019-12-29,0.0125186646619038,0.317751916848366
"HK","1999-9",1999-02-28,8,4.31324821652735,27.3,19.9428571428571,20.1,78.1428571428571,0.0142857142857143,12.7071428571429,22.1571428571429,13.5904247276411,1017.85714285714,4.87142857142857,2,2019-12-29,-1.77861177470589,-21.2282124806815
"HK","1999-10",1999-03-07,9,4.12854335609617,26.5,21.7428571428571,21.3,80.1428571428571,0,16.19,15.5857142857143,15.3861089043583,1010.74285714286,5.18571428571429,3,2019-12-29,-0.0437666203143119,-0.184704860431182
"HK","1999-11",1999-03-14,10,4.00803100233529,23.6,18.1142857142857,18.9,88.5714285714286,1.29285714285714,3.14428571428571,30.2571428571429,13.8001784031712,1010.47142857143,2.95714285714286,3,2019-12-29,-0.029624547612231,-0.120512353760877
"HK","1999-12",1999-03-21,11,6.15593736407136,28.5,21.4857142857143,24.8,83.7142857142857,1.37142857142857,5.48571428571429,22.7714285714286,16.1778443459779,1009.07142857143,4.38571428571428,3,2019-12-29,0.429116942281394,2.14790636173607
"HK","1999-13",1999-03-28,12,5.89700996677738,29.5,20.8142857142857,23.1,86.2857142857143,0.664285714285714,10.0114285714286,27.6571428571429,15.9580855551402,1014.17142857143,4.48571428571428,3,2019-12-29,-0.0429716039870023,-0.258927397293983
"HK","1999-14",1999-04-04,13,2.73314377658753,28.5,21.1714285714286,22.6,76,0.157142857142857,13.8785714285714,29.2,14.1334722677001,1015.11428571429,4.75714285714286,4,2019-12-29,-0.768992923992314,-3.16386619018985
"HK","1999-15",1999-04-11,14,5.30342819601091,30,23.6714285714286,23.6,71.4285714285714,0.378571428571429,16.0542857142857,23.3142857142857,15.3441768820212,1013.3,4.94285714285714,4,2019-12-29,0.662900927721781,2.57028441942338
"HK","1999-16",1999-04-18,15,3.80252570923462,29.4,24.9285714285714,26.7,81.2857142857143,11.6785714285714,14.1328571428571,26.0285714285714,18.7791334017104,1010.22857142857,3.75714285714286,4,2019-12-29,-0.332687934621708,-1.50090248677629
"HK","1999-17",1999-04-25,16,5.12637716966294,31.1,25.9714285714286,26.2,84.4285714285714,3.77857142857143,14.5628571428571,18.4285714285714,20.5234499120126,1008.77142857143,4.55714285714286,4,2019-12-29,0.298733698690184,1.32385146042832
"HK","1999-18",1999-05-02,17,3.95650565925803,30.4,23.3,25.1,80.8571428571429,11.65,10.0385714285714,49.0428571428571,16.9916248601623,1009.84285714286,3.87142857142857,5,2019-12-29,-0.259037978522711,-1.1698715104049
"HK","1999-19",1999-05-09,18,1.58174217602531,29.7,22.3,24.3,82,10.5571428571429,10.41,25.7285714285714,16.263721684464,1010.57142857143,4.55714285714286,5,2019-12-29,-0.916834343807349,-2.37476348323273
"HK","1999-20",1999-05-16,19,2.38144238967454,29.9,25.2285714285714,25.7,80.4285714285714,0.0928571428571429,17.6371428571429,14.0285714285714,18.819826002049,1011.15714285714,4.81428571428571,5,2019-12-29,0.409179467564841,0.79970021364923
"HK","1999-21",1999-05-23,20,2.79303384499836,31.5,26.2428571428571,27.1,82.5714285714286,7.50714285714286,14.0314285714286,25.3428571428571,20.3997373236405,1010,3.54285714285714,5,2019-12-29,0.159422054490159,0.411591455323822
"HK","1999-22",1999-05-30,21,3.98799460057564,31.2,25.9714285714286,27.1,81.4285714285714,5.11428571428571,11.8157142857143,25.2714285714286,19.8683967793803,1007.87142857143,3.97142857142857,5,2019-12-29,0.356160093497314,1.19496075557728
"HK","1999-23",1999-06-06,22,1.88182193150971,33.4,28.5714285714286,27.2,79.1428571428571,0.0214285714285714,20.0157142857143,15.3142857142857,22.1920191115353,1003.72857142857,5.45714285714286,6,2019-12-29,-0.751048078120165,-2.10617266906594
"HK","1999-24",1999-06-13,23,1.86430127277666,32.8,28.6857142857143,27.9,79.5714285714286,12.1071428571429,17.9057142857143,27.2285714285714,22.434338296505,1004.52857142857,4.72857142857143,6,2019-12-29,-0.00935408983140418,-0.0175206587330492
"HK","1999-25",1999-06-20,24,3.87770024320071,32.4,28.9428571428571,28.1,79.4285714285714,4.88571428571429,14.3285714285714,13.7714285714286,22.7263068436393,1006.42857142857,4.25714285714286,6,2019-12-29,0.73235592685293,2.01339897042406
"HK","1999-26",1999-06-27,25,3.53428215314148,32.5,28.9571428571429,28.1,79.2857142857143,10.4285714285714,12.8742857142857,25.6,22.7104719371466,1006.87142857143,4.24285714285714,6,2019-12-29,-0.0927320467730914,-0.34341809005923
"HK","1999-27",1999-07-04,26,4.85389124921938,32.3,28.7857142857143,27.9,79.5714285714286,3.98571428571429,16.9385714285714,15.0571428571429,22.5667376819047,1006.51428571429,4.81428571428571,7,2019-12-29,0.317270492380785,1.31960909607789
"HK","1999-28",1999-07-11,27,9.35758582970674,32,28.0714285714286,28.4,83,12.4642857142857,10.9057142857143,23.6714285714286,22.6571127862824,1004.8,4.18571428571429,7,2019-12-29,0.656406630354821,4.50369458048737
"HK","1999-29",1999-07-18,28,9.61601694627945,32.9,29.5714285714286,28.4,79.4285714285714,8.6,15.9242857142857,18.9142857142857,23.5482992616687,1003.92857142857,4.62857142857143,7,2019-12-29,0.0272428070468651,0.258431116572707
"HK","1999-30",1999-07-25,29,8.69737928727486,33.7,30.1142857142857,28.6,78.7142857142857,0.55,18.2914285714286,22.6857142857143,24.0391005286296,1001.31428571429,4.4,7,2019-12-29,-0.100408391158029,-0.918637659004586
"HK","1999-31",1999-08-01,30,6.19717623257995,33,29.3571428571429,28.7,80.2857142857143,4.37142857142857,17.6728571428571,23.6142857142857,23.532238496622,1000.25714285714,4.41428571428571,8,2019-12-29,-0.338928006987766,-2.50020305469491
"HK","1999-32",1999-08-08,31,8.5032354753607,32.6,29.1714285714286,28.5,80.5714285714286,13.1142857142857,14.0528571428571,18.0714285714286,23.3658972289133,999.357142857143,5.01428571428572,8,2019-12-29,0.316352993283965,2.30605924278075
"HK","1999-33",1999-08-15,32,7.48207658960558,32,28,27,85.7142857142857,22.8857142857143,9.38857142857143,22.5714285714286,23.3130472820947,1004.38571428571,4.17142857142857,8,2019-12-29,-0.127936362841135,-1.02115888575512
"HK","1999-34",1999-08-22,33,3.91536760598294,35.1,29.3,27.9,75.7142857142857,23.5357142857143,16.4714285714286,23.0714285714286,22.119164698764,1005,5.44285714285714,8,2019-12-29,-0.647601150551077,-3.56670898362264
"HK","1999-35",1999-08-29,34,5.07031095266388,30.8,26.6142857142857,26.6,87.7142857142857,67.2571428571429,7.83142857142857,20.7,22.1021065869569,1010.35714285714,3.78571428571429,8,2019-12-29,0.258492925771205,1.15494334668095
"HK","1999-36",1999-09-05,35,6.7330125753894,32.8,28.4,27.4,79.5714285714286,3.01428571428571,13.0971428571429,10.6857142857143,22.1151019101527,1008.18571428571,4.61428571428571,9,2019-12-29,0.283620529677215,1.66270162272552
"HK","1999-37",1999-09-12,36,7.0522394694262,32.6,29.0857142857143,27.9,79.2857142857143,0.657142857142857,18.4171428571429,11.2428571428571,22.8899147579503,1007.32857142857,4.27142857142857,9,2019-12-29,0.0463225443342423,0.319226894036799
"HK","1999-38",1999-09-19,37,4.1043696344169,32.8,28.2,27.8,79.8571428571429,42.8071428571429,8.73428571428571,30.6,21.8919088039857,999.7,4.17142857142857,9,2019-12-29,-0.541293050941786,-2.94786983500931
"HK","1999-39",1999-09-26,38,4.13757765964261,29.9,26.1857142857143,25.2,71,4.63571428571429,12.9842857142857,30.1,17.4713760637481,1009.31428571429,4.88571428571429,9,2019-12-29,0.00805833955076585,0.0332080252257105
"HK","1999-40",1999-10-03,39,2.10583010637014,31.1,27.3857142857143,26.2,80.7142857142857,2.65,15.43,26.1285714285714,21.2205309750396,1012.64285714286,4.61428571428571,10,2019-12-29,-0.67540077101074,-2.03174755327247
"HK","1999-41",1999-10-10,40,2.33763003536853,31.6,27.4,26.1,70,0.171428571428571,14.6828571428571,24.5142857142857,18.4191304518837,1010.1,4.6,10,2019-12-29,0.104427871519157,0.231799928998389
"HK","1999-42",1999-10-17,41,1.80121836829029,31.5,27.1428571428571,26.8,76.1428571428571,4.42142857142857,16.5128571428571,29.1857142857143,19.9322980409237,1014.44285714286,4.24285714285714,10,2019-12-29,-0.260674303537131,-0.536411667078238
"HK","1999-43",1999-10-24,42,1.24253678867765,28.6,24.5571428571429,24.3,69.5714285714286,0.207142857142857,13.2071428571429,35.4142857142857,15.7248284551805,1016.11428571429,3.45714285714286,10,2019-12-29,-0.371308220056454,-0.558681579612634
"HK","1999-44",1999-10-31,43,0.647023057259551,27.9,25.0571428571429,24,76.1428571428571,0,12.8914285714286,26.9285714285714,17.5936814468595,1014.74285714286,3.22857142857143,10,2019-12-29,-0.652528435073909,-0.595513731418102
"HK","1999-45",1999-11-07,44,1.8897756646101,27.1,23.2285714285714,23.2,65.4285714285714,0.0142857142857143,14.1457142857143,37.8,13.7624845052807,1017.04285714286,4.17142857142857,11,2019-12-29,1.07183147398304,1.24275260735055
"HK","1999-46",1999-11-14,45,0.905244050495645,27.7,23.3285714285714,23.5,77.4285714285714,2.27857142857143,9.08857142857143,27.2142857142857,16.1886495281286,1014.35714285714,3.44285714285714,11,2019-12-29,-0.736008828633549,-0.984531614114457
"HK","1999-47",1999-11-21,46,0.376298792474024,27.1,21.4285714285714,21.4,66.2857142857143,0.0285714285714286,15.0114285714286,27.2142857142857,12.4528143477753,1019.47142857143,4.57142857142857,11,2019-12-29,-0.877821087752407,-0.528945258021621
"HK","1999-48",1999-11-28,47,0.741127494954026,26.3,22.2285714285714,21.6,73.2857142857143,0.00714285714285714,13.6985714285714,25.9714285714286,14.553830507847,1016.44285714286,4.22857142857143,11,2019-12-29,0.677789179814143,0.364828702480002
"HK","1999-49",1999-12-05,48,0.41990494658918,23.6,18.6714285714286,18.4,63.7142857142857,1.35,10.6128571428571,29.6571428571429,10.2029460537523,1021.45714285714,4.38571428571429,12,2019-12-29,-0.568144300444557,-0.321222548364846
"HK","1999-50",1999-12-12,49,1.77427221203814,23.2,18.4571428571429,19.2,56.5714285714286,0.0142857142857143,11.0514285714286,26.6857142857143,8.98540704729998,1020.98571428571,4.42857142857143,12,2019-12-29,1.4411172284219,1.35436726544896
"HK","1999-51",1999-12-19,50,2.20421505772396,22.3,17.7428571428571,19.2,73.4285714285714,3.36428571428571,6.62285714285714,29.0285714285714,11.0491576638792,1018.65714285714,3.15714285714286,12,2019-12-29,0.216981145171567,0.429942845685819
"HK","1999-52",1999-12-26,51,3.62198907166741,18.1,11.7428571428571,12,38.2857142857143,0,15.4742857142857,33.5571428571429,4.14977065925352,1025.77142857143,5.6,12,2019-12-29,0.496651879616999,1.41777401394345
"HK","2000-1",2000-01-02,52,8.11746822747718,23.6,18.5,17.8,69.1428571428571,0.00714285714285714,11.8285714285714,16.6,10.9397947828849,1018.44285714286,4.67142857142857,1,2019-12-29,0.806994968662632,4.49547915580977
"HK","2000-2",2000-01-09,1,14.4072517078297,23.4,19.6,19.2,77.2857142857143,0,11.2257142857143,20.4857142857143,13.0822238111457,1015.47142857143,3.6,1,2019-12-29,0.573713359734299,6.28978348035256
"HK","2000-3",2000-01-16,2,19.9982428214086,24,19.4857142857143,19.9,83.8571428571429,0.0357142857142857,8.95142857142857,24.6,14.0854163287287,1014.44285714286,2.68571428571429,1,2019-12-29,0.32791274012044,5.5909911135789
"HK","2000-4",2000-01-23,3,27.711377095317,19.6,15.5714285714286,17.2,71.2857142857143,4.66428571428571,7.24285714285714,31.6285714285714,9.69165006649612,1021.68571428571,3.6,1,2019-12-29,0.326198643566786,7.7131342739084
"HK","2000-5",2000-01-30,4,42.3416198877306,18.6,13.2571428571429,17.7,69,5.37857142857143,10.5814285714286,31.2,8.22812647533237,1025.78571428571,4.87142857142857,1,2019-12-29,0.423927469682929,14.6302427924135
"HK","2000-6",2000-02-06,5,37.6811207945773,20.6,14.3857142857143,15,77.7142857142857,1.02142857142857,10.2171428571429,22.6,9.73001838891624,1022.02857142857,4.57142857142857,2,2019-12-29,-0.116611329669515,-4.66049909315328
"HK","2000-7",2000-02-13,6,24.7537981887465,21,16.3714285714286,16.5,73.4285714285714,0,15.8271428571429,22.8714285714286,10.3187099401352,1016.5,4.25714285714286,2,2019-12-29,-0.420180254932641,-12.9273226058308
"HK","2000-8",2000-02-20,7,30.2874505879356,23.2,17.5857142857143,16.8,82.4285714285714,0.114285714285714,8.91,24.7142857142857,12.505638818264,1015.42857142857,4.31428571428571,2,2019-12-29,0.201754515294918,5.5336523991891
"HK","2000-9",2000-02-27,8,31.6756167096974,16,13.4428571428571,14.3,83.1428571428571,1.69285714285714,3.29,30.6142857142857,9.81336616353757,1017.7,2.1,2,2019-12-29,0.0448137412300018,1.38816612176182
"HK","2000-10",2000-03-05,9,29.2982036764339,25.3,15.8142857142857,18.4,87.1428571428571,5.07142857142857,9.43571428571429,19.1285714285714,11.860907843396,1018.25714285714,4.38571428571429,3,2019-12-29,-0.0780209897650077,-2.37741303326352
"HK","2000-11",2000-03-12,10,20.4549799273562,20.7,17.3714285714286,16.8,82.1428571428571,1.70714285714286,11.7785714285714,29.9714285714286,12.1743766240208,1014.97142857143,3.31428571428571,3,2019-12-29,-0.359299836098639,-8.84322374907773
