region,date,weekid,rate,temp.max,temp.mean,temp.min,relative.humidity,total.rainfall,solar.radiation,wind.speed,absolute.humidity,pressure,temp.range,monthid
HK,1998/8/23,34,2.92371134,33.7,30.01428571,28.9,77.71428571,3.357142857,16.24857143,14.25714286,23.57114559,1009.014286,4.557142857,8
HK,1998/8/30,35,4.265426151,32.7,29.44285714,28.4,80.28571429,6.535714286,16.77285714,16.48571429,23.62845077,1007.457143,4.985714286,8
HK,1998/9/6,36,2.472870384,31.9,27.84285714,27.3,86.71428571,16.18571429,10.09,12.83333333,23.36527906,1009.257143,3.685714286,9
HK,1998/9/13,37,1.93375915,31,27.3,27,86.14285714,16.41428571,8.618571429,19.65,22.52389955,1006.4,3.357142857,9
HK,1998/9/20,38,1.554925096,31.1,28.02857143,27.6,79.28571429,6.571428571,16.00428571,32.07142857,21.57093225,1006.571429,3.4,9
HK,1998/9/27,39,0.691208791,32.1,28.22857143,26.8,68.71428571,0.064285714,17.48857143,23.15714286,18.90244248,1010.557143,4.457142857,9
HK,1998/10/4,40,1.17812411,31.9,27.72857143,26.9,63.57142857,0.007142857,16.55285714,34.38333333,17.07721231,1008.942857,4.9,10
HK,1998/10/11,41,0.424383434,30,26.61428571,26.2,82.14285714,14.89285714,8.848571429,34.16,20.69143318,1012.114286,2.985714286,10
HK,1998/10/18,42,0.369365362,32.3,27.55714286,26.6,66.85714286,0.007142857,15.51857143,32.455,17.77073981,1009.857143,4.614285714,10
HK,1998/10/25,43,0.533049918,28.8,25.55714286,24.3,62,0.064285714,15.53428571,30.75,14.71934466,1013.457143,4.385714286,10
HK,1998/11/1,44,0.05,27.5,24.22857143,23.3,76.14285714,4.192857143,10.73,33.84,16.80268565,1011.885714,3.914285714,11
HK,1998/11/8,45,0.200538525,27.4,24.14285714,23.7,72.71428571,0.142857143,11.50714286,30.93666667,15.97259131,1015.928571,4,11
HK,1998/11/15,46,0.402388535,27.9,23.01428571,21.4,65.71428571,0.007142857,14.93142857,28.03333333,13.49811168,1016.357143,4.642857143,11
HK,1998/11/22,47,0.40685155,29.1,23.85714286,24.1,73.85714286,0.028571429,10.77714286,28.21428571,15.98574947,1014.957143,3.728571429,11
HK,1998/11/29,48,0.426753141,25.5,21.88571429,21.5,72.57142857,3.807142857,8.144285714,24.54047619,13.91065716,1015.514286,3.557142857,11
HK,1998/12/6,49,0.891418461,25.4,21,22.5,83.42857143,0.314285714,8.632857143,20.86666667,15.55290478,1017.2,3.585714286,12
HK,1998/12/13,50,0.690066408,21.3,17.48571429,17.4,59,0.014285714,12.71142857,31.48571429,8.856874494,1023.657143,4.385714286,12
HK,1998/12/20,51,0.373529799,23.2,18.24285714,19,62.14285714,1.778571429,5.712857143,27.12857143,9.788538108,1019.028571,3.585714286,12
HK,1998/12/27,52,0.716545487,25.7,20.51428571,20,75.57142857,0.092857143,11.23142857,21.05714286,13.47042456,1015.757143,3.671428571,12
HK,1999/1/3,52,5.963636363,22.6,18.95714286,18.2,73.85714286,0.007142857,12.34714286,30.81666667,12.02020898,1021.2,3.785714286,1
HK,1999/1/10,1,10.57964949,21.2,16.98571429,15.5,58.57142857,0,12.61571429,24.32857143,8.463168201,1017.1,4.557142857,1
HK,1999/1/17,2,16.94884099,17.5,13.74285714,14.5,67.85714286,0.614285714,5.33,32.14285714,8.070792661,1023.342857,3.814285714,1
HK,1999/1/24,3,35.9396485,23.7,18.01428571,18.4,74.71428571,0.071428571,9.174285714,22.27142857,11.61163632,1018.814286,4.214285714,1
HK,1999/1/31,4,41.44033749,25,20.08571429,19.3,77.57142857,0.007142857,12.86285714,18.76,13.5172337,1014.342857,3.971428571,1
HK,1999/2/7,5,36.83133525,25.3,17.88571429,20.2,58.28571429,0.007142857,15.05857143,22.44666667,9.291401845,1019.814286,4.585714286,2
HK,1999/2/14,6,25.22219536,26.1,19.22857143,18.9,64.85714286,0,14.57714286,26.13333333,10.73577425,1020.428571,4.871428571,2
HK,1999/2/21,7,25.54712966,25.2,18.28571429,19.1,68.28571429,0.007142857,11.56428571,26.32857143,10.919469,1020.742857,4.257142857,2
HK,1999/2/28,8,4.309947644,27.3,19.34285714,20.1,76.28571429,0.014285714,11.63571429,20.54285714,12.98359578,1018.2,4.957142857,2
HK,1999/3/7,9,4.127538145,26.5,21.08571429,20.4,79,0,16.41714286,18.72857143,14.63181997,1012.957143,4.957142857,3
HK,1999/3/14,10,4.007517975,26,18.91428571,21.3,87,1.285714286,4.794285714,29.42857143,14.23940983,1009.742857,3.3,3
HK,1999/3/21,11,6.153857656,28.5,21.28571429,24.8,83.57142857,0.878571429,5.492857143,20.78571429,15.98184075,1009.042857,3.742857143,3
HK,1999/3/28,12,5.895622435,29.5,20.7,23.1,87.71428571,1.15,9.362857143,25.08571429,16.0995249,1013.6,5.085714286,3
HK,1999/4/4,13,2.732269171,28.5,21.05714286,22.6,76.85714286,0.164285714,13.87285714,32.82857143,14.19070357,1015,4.714285714,4
HK,1999/4/11,14,5.304604173,30,23.27142857,23.6,70.57142857,0.028571429,15.82,22.64285714,14.8136228,1014.3,4.914285714,4
HK,1999/4/18,15,3.801734784,29.3,24.34285714,25.4,81.57142857,12.02857143,13.39857143,27.17142857,18.20406554,1010.514286,3.814285714,4
HK,1999/4/25,16,5.126633488,31.1,25.98571429,26.7,84.14285714,3.778571429,13.54142857,18.85714286,20.464451,1008.871429,4.4,4
HK,1999/5/2,17,3.956268269,30.4,23.95714286,26.2,80.42857143,10.28571429,12.31857143,42.58571429,17.62250292,1009.885714,4.1,5
HK,1999/5/9,18,1.580239521,29.7,22.77142857,24.3,81.14285714,8.5,10.54857143,31.57142857,16.55769255,1010.042857,4.6,5
HK,1999/5/16,19,2.380278129,28.7,24.14285714,24.8,82.14285714,3.514285714,16.10142857,14.52857143,18.05907588,1011.471429,4.485714286,5
HK,1999/5/23,20,2.790240811,31.5,26.2,27.1,82.28571429,7.507142857,13.62285714,26.47142857,20.27366133,1009.885714,3.528571429,5
HK,1999/5/30,21,3.98827762,31.2,26.22857143,27.1,81.28571429,5.114285714,11.84857143,22.71428571,20.1309199,1008.085714,3.857142857,5
HK,1999/6/6,22,1.885021029,32.9,27.95714286,27.2,81,0.021428571,20.75142857,16.14285714,21.99576253,1005.528571,5.171428571,6
HK,1999/6/13,23,1.867284155,33.4,28.77142857,27.8,79.14285714,12.11428571,15.90285714,27.55714286,22.40557243,1002.642857,5.042857143,6
HK,1999/6/20,24,3.873411963,32.8,29.14285714,28.1,77.57142857,4.242857143,16.47857143,15.57142857,22.44535385,1006.628571,4.528571429,6
HK,1999/6/27,25,3.536544093,31.8,28.75714286,28.1,80.85714286,11.06428571,11.41285714,24.12857143,22.90703124,1006.385714,3.985714286,6
HK,1999/7/4,26,4.857349647,32.5,29.17142857,27.9,77.57142857,3.278571429,18.81571429,15.8,22.49414119,1006.814286,5,7
HK,1999/7/11,27,9.360881935,30.9,27.67142857,27.9,84.71428571,13.17142857,9.782857143,22.51428571,22.62759009,1005.471429,4.171428571,7
HK,1999/7/18,28,9.618633964,32.9,29.61428571,28.4,78.71428571,8.278571429,16.23285714,17.48571429,23.39252915,1003.557143,4.785714286,7
HK,1999/7/25,29,8.697713802,33.7,30.01428571,28.6,79.71428571,0.764285714,17.48285714,21.74285714,24.20985102,1002.428571,4.2,7
HK,1999/8/1,30,6.198036951,33,29.35714286,28.7,80,4.478571429,16.82571429,27.21428571,23.4455211,999.6142857,4.357142857,8
HK,1999/8/8,31,8.501273191,32.6,29.22857143,28.5,80.42857143,12.65,15.22714286,17.41428571,23.3952072,999.4857143,4.785714286,8
HK,1999/8/15,32,7.483273722,32.6,28.05714286,27,85.14285714,22.64285714,8.787142857,22.57142857,23.21831701,1003.085714,4.228571429,8
HK,1999/8/22,33,3.914943441,35.1,29.68571429,27.9,75.85714286,1.692857143,19.20857143,16.18571429,22.62559808,1007.671429,5.528571429,8
HK,1999/8/29,34,5.070944742,30.8,26.48571429,26.6,87,88.61428571,7.068571429,27.81428571,21.76569196,1007.528571,4.042857143,8
HK,1999/9/5,35,6.736223704,32.8,28.28571429,27.4,79.42857143,3.671428571,12.78428571,11.25714286,21.92996592,1008.728571,4.714285714,9
HK,1999/9/12,36,7.049863978,32.6,28.85714286,27.8,80.71428571,1.192857143,17.71857143,11.61428571,23.00648845,1007.8,3.957142857,9
HK,1999/9/19,37,4.102228224,32.8,28.5,27.9,78.57142857,40.61428571,9.484285714,31,21.90643164,999.3428571,4.342857143,9
HK,1999/9/26,38,4.137751874,29.9,26.6,26.4,71.14285714,3.021428571,13.92285714,25.42857143,17.99508598,1009.014286,4.928571429,9
HK,1999/10/3,39,2.102690505,31.1,27,26.2,81.28571429,5.664285714,13.73142857,26.54285714,20.92199986,1011.971429,4.242857143,10
HK,1999/10/10,40,2.340010168,31.6,27.32857143,25.8,70.28571429,0.971428571,14.27857143,27.77142857,18.41123029,1010.328571,4.742857143,10
HK,1999/10/17,41,1.800520396,31.5,27.81428571,26.8,78.28571429,4.421428571,16.34,23.55714286,21.09151126,1013.942857,4.342857143,10
HK,1999/10/24,42,1.244425445,28.6,24.37142857,24.3,67.42857143,0.092857143,14.24571429,37.87142857,15.09602465,1015.985714,3.585714286,10
HK,1999/10/31,43,0.64926607,27.9,24.94285714,24,76.28571429,0.114285714,12.94714286,28.21428571,17.51022644,1015.171429,3.185714286,10
HK,1999/11/7,44,1.892137884,27.3,23.37142857,23.9,65.71428571,0.014285714,13.84571429,36.57142857,13.96989185,1016.9,4.185714286,11
HK,1999/11/14,45,0.905017739,27.7,23.51428571,23.5,77.28571429,2.278571429,8.92,29.1,16.33133576,1014.271429,3.271428571,11
HK,1999/11/21,46,0.374793597,27.1,21.54285714,21.7,66.28571429,0.028571429,14.76571429,26.21428571,12.55475508,1019.1,4.642857143,11
HK,1999/11/28,47,0.740831044,26.3,22.74285714,21.6,76.14285714,0.007142857,14.03571429,24.21428571,15.42244513,1016.071429,3.757142857,11
HK,1999/12/5,48,0.419380065,23.6,18.67142857,18.4,62.14285714,1.342857143,11.14285714,30.37142857,9.951455429,1021.4,4.928571429,12
HK,1999/12/12,49,1.778412181,23.2,18.3,17.8,57,0.014285714,11.85142857,26.97142857,8.954519494,1021.157143,4.714285714,12
HK,1999/12/19,50,2.201916376,22.3,18.54285714,19.2,72.28571429,2.757142857,5.991428571,28.5,11.36193142,1018.228571,2.828571429,12
HK,1999/12/26,51,3.618801721,16.6,11.62857143,12.3,40.57142857,0.614285714,14.64142857,35.25714286,4.378940996,1025.814286,5.271428571,12
HK,2000/1/2,52,8.122097378,22.7,17.72857143,17.3,68.14285714,0.007142857,11.99285714,18.92857143,10.36646294,1019.142857,4.714285714,1
HK,2000/1/9,1,14.40725171,23.6,19.67142857,19.2,74.71428571,0,11.85714286,20.62857143,12.6871664,1015.785714,3.785714286,1
HK,2000/1/16,2,19.99993281,24,19.58571429,19.9,83.57142857,0.035714286,8.627142857,22.87142857,14.11940527,1014.3,2.857142857,1
HK,2000/1/23,3,27.70580654,21.1,15.65714286,17.8,69.71428571,0.007142857,8.35,31.14285714,9.510514678,1021.428571,3.728571429,1
HK,2000/1/30,4,42.34499494,19.6,13.85714286,17.7,74.85714286,10.03571429,8.757142857,30.11428571,9.434157798,1024.271429,4.385714286,1
HK,2000/2/6,5,37.6770202,20.6,14.12857143,15,75.14285714,1.021428571,10.02428571,24.71428571,9.265405468,1023.7,4.757142857,2
HK,2000/2/13,6,24.75796407,21,16.11428571,16.2,72.14285714,0,15.81285714,21.84285714,9.959879262,1016.928571,4.342857143,2
HK,2000/2/20,7,30.28915551,22.3,17.34285714,16.8,80.42857143,0.014285714,11.12428571,24.81428571,11.9784038,1015.842857,3.771428571,2
HK,2000/2/27,8,31.67939887,23.2,14.51428571,15.5,87.14285714,1.785714286,3.085714286,30.65714286,11.08481822,1016.171429,2.942857143,2
HK,2000/3/5,9,29.30006298,23.7,14.55714286,17.3,85,5.078571429,7.225714286,20.95714286,10.747871,1019.671429,3.657142857,3
HK,2000/3/12,10,20.45293443,25.3,17.88571429,18.4,80.57142857,1.407142857,13.89142857,27.61428571,12.35168627,1014.928571,3.785714286,3
HK,2000/3/19,11,14.97844815,22.9,18.21428571,17.9,84,0.55,8.338571429,25.47142857,13.11541598,1013.228571,3.685714286,3
HK,2000/3/26,12,8.86565097,25.1,20.77142857,20.3,74,0.014285714,16.18,23.28571429,13.47123871,1015.871429,4.285714286,3
HK,2000/4/2,13,6.055493895,27.7,22.14285714,21.6,73,0.221428571,15.59571429,14.28571429,14.39394157,1014.171429,5.342857143,4
HK,2000/4/9,14,3.272685564,24.8,21.21428571,20.8,85.42857143,24.97857143,5.718571429,26.7,15.88511667,1012.442857,2.385714286,4
HK,2000/4/16,15,2.902481797,26.3,22.58571429,22.3,84.28571429,11.55714286,9.854285714,22.65714286,16.989085,1011.714286,3.542857143,4
HK,2000/4/23,16,1.038708026,28.8,24.24285714,24.9,79.71428571,2.464285714,18.23857143,16.15714286,17.85560936,1011.871429,4.3,4
HK,2000/4/30,17,0.49781155,30.2,23.68571429,23.8,91,38.98571429,6.971428571,25.02857143,19.47344901,1009.057143,4.057142857,4
HK,2000/5/7,18,1.911295242,30.6,24.84285714,25.8,85.57142857,12.11428571,14.17285714,18.82857143,19.63099713,1011.385714,4.785714286,5
HK,2000/5/14,19,1.586428982,29.6,24.82857143,24.5,83.28571429,7.335714286,14.97142857,24.95,18.97069408,1008.457143,3.442857143,5
HK,2000/5/21,20,1.033533848,31.6,26.22857143,25.7,75.71428571,0.242857143,16.92285714,20,18.72173481,1007.2,4.228571429,5
HK,2000/5/28,21,2.216891826,31.1,26.75714286,27.8,77,9.571428571,12.90857143,24.05714286,19.66378604,1007.757143,3.242857143,5
HK,2000/6/4,22,2.093123621,32.4,29.3,28,78.14285714,0.65,21.39285714,15.97142857,22.82189316,1008.642857,4.185714286,6
HK,2000/6/11,23,2.269576211,34.2,29.82857143,28.9,75.85714286,2.15,21.10571429,28.48571429,22.8076731,1006.942857,4.685714286,6
HK,2000/6/18,24,2.833260248,31.5,25.71428571,28.9,77.14285714,28.29285714,12.98,26.2,18.56978314,1005.628571,4.457142857,6
HK,2000/6/25,25,2.785365853,31.6,27.74285714,27.7,83.42857143,32.39285714,12.15714286,22.4,22.31461775,1007.385714,3.814285714,6
HK,2000/7/2,26,5.864282718,33.5,29.57142857,27.9,75.28571429,0.514285714,22.41,13.2,22.31271055,1007.642857,5.085714286,7
HK,2000/7/9,27,5.647994084,33,28.65714286,27.6,80,7.257142857,15.40571429,17.42857143,22.54626076,1002.057143,4.442857143,7
HK,2000/7/16,28,5.253835883,32.2,28.98571429,27.8,79.42857143,7.292857143,20.58571429,24.54285714,22.79026649,1004.157143,4.5,7
HK,2000/7/23,29,6.049527373,31.4,27.41428571,26.4,86,28.24285714,8.37,29.95714286,22.63826665,1003.842857,3.757142857,7
HK,2000/7/30,30,5.839731286,33.2,29.85714286,28.8,74.57142857,0.007142857,24.69857143,23.68571429,22.46460636,1003.357143,4.557142857,7
HK,2000/8/6,31,6.223549454,32.6,27.11428571,28.7,87.57142857,39.86428571,9.125714286,15.07142857,22.62176739,1005.385714,3.614285714,8
HK,2000/8/13,32,5.602541684,33.3,28.9,28.4,79.28571429,3.814285714,20.96571429,16.48571429,22.64798599,1006.871429,4.971428571,8
HK,2000/8/20,33,5.563409437,33.2,29.61428571,28.6,78.28571429,1.721428571,17.98,15.31428571,23.26459467,1006.228571,4.3,8
HK,2000/8/27,34,6.932574679,32.7,28.88571429,28.2,80.42857143,34.58571429,14.15285714,23.4,22.91112703,1003.2,4.242857143,8
HK,2000/9/3,35,4.467764706,33,28.18571429,28.1,81.85714286,27.17857143,10.29285714,21.94285714,22.39765166,1000.071429,4.614285714,9
HK,2000/9/10,36,2.656527508,32.2,28.3,27.1,76.14285714,0.414285714,17.10857143,27.37142857,21.07273257,1005.928571,3.9,9
HK,2000/9/17,37,1.672592012,30.7,27.4,25.1,53.28571429,0,20.92,24.01428571,14.03117667,1006.371429,5.485714286,9
HK,2000/9/24,38,0.494299065,30.2,27.24285714,26.4,75.57142857,0.735714286,16.43428571,25.31428571,19.72632496,1013.328571,3.471428571,9
HK,2000/10/1,39,0.67620312,30.9,27.87142857,26.8,79.14285714,0.014285714,18.35285714,15.9,21.38347594,1012.385714,3.371428571,10
HK,2000/10/8,40,0.345441104,31.2,28.01428571,26.8,78,0.935714286,16.73428571,15.44285714,21.22593292,1012.171429,3.842857143,10
HK,2000/10/15,41,0.358985523,30.1,26.6,26.9,76.42857143,2.642857143,12.05571429,47.38571429,19.28270923,1009.5,3.5,10
HK,2000/10/22,42,1.284175616,28,24.51428571,23.6,80.85714286,23.09285714,7.04,41.45714286,18.08809269,1012.628571,3.214285714,10
HK,2000/10/29,43,0.928119978,30.2,26.47142857,25.6,82.71428571,2.535714286,12.44142857,21.02857143,20.72108685,1013.642857,3.057142857,10
HK,2000/11/5,44,1.798440601,25.2,21.41428571,20.9,54.57142857,0.007142857,15.44428571,34.87142857,10.30344528,1013.914286,4.785714286,11
HK,2000/11/12,45,0.370924385,25.8,23.15714286,23.3,80.42857143,5.835714286,7.31,28.71428571,16.69722712,1013.414286,3.1,11
HK,2000/11/19,46,1.066716571,26.5,20.08571429,22,78.14285714,7.692857143,9.598571429,27.64285714,13.59717433,1017.771429,3.771428571,11
HK,2000/11/26,47,1.554484559,23.6,19.25714286,20.5,71,0.014285714,11.65428571,28.82857143,11.98469737,1018.342857,3.928571429,11
HK,2000/12/3,48,0.319866835,25.4,21.74285714,21.4,80,0.4,11.00857143,26.98571429,15.31029676,1017.485714,3.257142857,12
HK,2000/12/10,49,1.097324565,22.4,19.7,19.5,75,0,11.91714286,27.31428571,12.78899208,1017.557143,3.085714286,12
HK,2000/12/17,50,1.686964584,24.2,17.88571429,19.7,80.85714286,7.478571429,8.184285714,25.85714286,12.34315719,1019.2,4.057142857,12
HK,2000/12/24,51,1.540124192,23.9,18.6,19.8,76.57142857,0.435714286,9.07,23.31428571,12.47711417,1017.971429,4.428571429,12
HK,2000/12/31,52,0.973133544,22.6,18.65714286,18.5,71.71428571,0.028571429,13.03714286,24.64285714,11.47689777,1019.385714,4.057142857,12
HK,2001/1/7,1,0.527009616,20.4,17.9,17.9,75.14285714,0.014285714,12.06285714,29.17142857,11.54058716,1017.985714,2.957142857,1
HK,2001/1/14,2,3.072347267,23.2,18.04285714,18.8,76.71428571,0.157142857,9.254285714,20.55714286,11.87655799,1015.542857,4.171428571,1
HK,2001/1/21,3,3.218634848,23.3,17.28571429,18.2,70.14285714,0.007142857,12.68571429,25.11428571,10.43695751,1021.8,3.742857143,1
HK,2001/1/28,4,4.189406611,21.8,17.48571429,18.5,86.57142857,5.192857143,4.525714286,25.27142857,13.13682782,1013.728571,3.271428571,1
HK,2001/2/4,5,2.665886654,19,14.87142857,15.8,81.28571429,1.485714286,5.302857143,27.31428571,10.38871735,1016.9,2.8,2
HK,2001/2/11,6,5.381835074,23.6,17.07142857,17.4,81.85714286,0.164285714,9.164285714,19.04285714,11.9798237,1016.514286,3.5,2
HK,2001/2/18,7,5.632463768,22.8,16.54285714,16.8,71.85714286,0.014285714,13.77142857,25.14285714,10.24519151,1020.514286,4.885714286,2
HK,2001/2/25,8,9.177815616,26,20.52857143,18.9,76.42857143,0,17.28,15.51428571,13.6348271,1013.9,6.014285714,2
HK,2001/3/4,9,8.790261866,22.8,17.61428571,18.3,76,1.421428571,11.17285714,25.81428571,11.41323345,1018.685714,4.5,3
HK,2001/3/11,10,8.68226372,25.1,18.91428571,18.8,70,0.028571429,12.56285714,25.38571429,11.45789077,1018.971429,4.028571429,3
HK,2001/3/18,11,11.14847758,26.9,20.31428571,20.8,79.85714286,0.592857143,13.78571429,18.61428571,14.20096434,1016.285714,4.085714286,3
HK,2001/3/25,12,11.15315307,27.9,22.88571429,23.9,82.28571429,0.064285714,13.47857143,12.9,16.84511995,1011.328571,4.542857143,3
HK,2001/4/1,13,8.385814167,26.2,20.97142857,20.7,80.57142857,7.478571429,12.24285714,23.72857143,14.80156626,1011.214286,3.7,4
HK,2001/4/8,14,8.855371732,26.8,21.12857143,21.4,87.42857143,9.214285714,8.224285714,23.64285714,16.12845775,1013,3.471428571,4
HK,2001/4/15,15,7.180266386,26.4,20.74285714,21.4,81.57142857,7.328571429,7.111428571,24.95714286,15.00149875,1013.5,3.814285714,4
HK,2001/4/22,16,6.262983426,28.6,23.91428571,24.1,85.28571429,1.278571429,11.16142857,16.12857143,18.54462197,1009.585714,4.028571429,4
HK,2001/4/29,17,8.610558455,26.8,22.28571429,22.8,87.28571429,1.192857143,12.01142857,24.82857143,17.24118372,1012.242857,3.7,4
HK,2001/5/6,18,10.7426469,31.8,25.75714286,25.8,85.71428571,0.642857143,13.58714286,12.35714286,20.60020114,1010.9,4.1,5
HK,2001/5/13,19,9.949894515,32.2,26.78571429,27.7,80.14285714,5.121428571,14.87857143,16.8,20.48469916,1007.642857,4.757142857,5
HK,2001/5/20,20,10.97425968,30,26.44285714,25.5,81.85714286,3.771428571,12.61857143,17.15714286,20.43084514,1008.614286,3.371428571,5
HK,2001/5/27,21,11.93673252,31.9,27.58571429,26.7,83.42857143,6.035714286,18.29857143,17.45714286,22.17655562,1004.571429,4.557142857,5
HK,2001/6/3,22,10.40209003,31,26.88571429,26.3,80.42857143,7.892857143,14.83857143,23.22857143,20.55847809,1007.885714,3.571428571,6
HK,2001/6/10,23,9.125066904,31.4,26.68571429,27.4,87.85714286,55.20714286,8.155714286,17.57142857,22.17635514,1006.8,3.857142857,6
HK,2001/6/17,24,9.652989647,30.2,27.37142857,26.9,85.57142857,33.27142857,8.888571429,19.92857143,22.488771,1004.642857,4.142857143,6
HK,2001/6/24,25,9.89389313,33.2,29.45714286,28,79.14285714,9.914285714,20.01714286,14.95714286,23.31242638,1003.542857,4.942857143,6
HK,2001/7/1,26,7.354461756,30.9,27.34285714,27.1,89.14285714,56.18571429,10.80714286,27.28571429,23.37115614,1005.6,3.885714286,7
HK,2001/7/8,27,8.620106081,33.2,28.2,27.3,81.28571429,34.74285714,10.06428571,39.91428571,22.2619307,998.6142857,4.2,7
HK,2001/7/15,28,8.8230554,32.2,28.75714286,28.5,81.85714286,6.228571429,16.72571429,21,23.21626563,1005.885714,4.071428571,7
HK,2001/7/22,29,8.05106383,30,26.91428571,25.8,89.57142857,45.34285714,7.354285714,17.84285714,22.95190195,1004.928571,4.385714286,7
HK,2001/7/29,30,8.294800434,31.7,27.97142857,26.8,84.57142857,7.464285714,12.50428571,21.67142857,22.95608446,1005.871429,4.142857143,7
HK,2001/8/5,31,9.066349809,32.7,28.8,28.7,81.14285714,9.421428571,18.66285714,19.41428571,23.02140794,1006.885714,5.042857143,8
